,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
43236,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,203.28,74.0,28796.220591193556,0.0835646994509327,52.50524917889784,0.9673879358031315,3.869551743212526,6706.645678034946,0.005640108542039341,3.5437875314984133,0.13901160211282187,7.6189669273382306
38336,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,140.38,66.0,11800.4340673406,0.03379518214828834,15.925604394562521,0.28649703287613354,1.1459881315045342,5250.182823174424,0.007553680395521468,3.559525670645599,0.3019682425989784,7.585280314919867
38333,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,144.14,66.0,11800.4340673406,0.03379518214828834,15.925604394562521,0.28649703287613354,1.1459881315045342,5250.182823174424,0.007553680395521468,3.559525670645599,0.3019682425989784,7.585280314919867
39317,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,200.07999999999998,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
39320,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,196.32,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
42269,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,203.07999999999998,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
40301,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,200.07999999999998,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
40304,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,196.32,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
41285,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,202.07999999999998,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
41288,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,198.32,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
42272,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,199.32,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
43253,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,204.07999999999998,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
43256,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,200.32,74.0,15278.574915949379,0.05450003640658754,25.682537099296756,0.46561576386684667,1.8624630554673867,5250.18394112912,0.007553815634134999,3.559651727774893,0.20131559106356867,7.585011699129753
40109,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,204.48000000000002,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
41093,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,206.48000000000002,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
42077,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,207.48000000000002,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
39128,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,200.72,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
39125,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,204.48000000000002,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
42080,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,203.72,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
43064,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,204.72,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
41096,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,202.72,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
40112,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,200.72,78.0,18266.627827064072,0.07584230562350756,35.73984452671847,0.6514328815425278,2.605731526170111,5250.18394160825,0.007553815692415497,3.5596517821020033,0.1682845895183519,7.585011583367933
38144,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,144.78,70.0,13980.693688898491,0.04624573185212641,21.792787716978577,0.3940450858791506,1.5761803435166024,5250.183941617268,0.007553815693332912,3.5596517829553362,0.25242688430051574,7.585011581549626
38141,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,148.54000000000002,70.0,13980.693688898491,0.04624573185212641,21.792787716978577,0.3940450858791506,1.5761803435166024,5250.183941617268,0.007553815693332912,3.5596517829553362,0.25242688430051574,7.585011581549626
5933,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,,DALPROP 6040,6.0,4.0,4.32,Nylon,1,195.28,,12536.055223632266,0.03779559462020985,7.915890826460611,0.32099214631655215,1.2839685852662086,5250.18394161758,0.007553815693900836,1.5820674593289752,0.3853145429044378,7.585011580409935
5936,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,DYS D2225-12,3.175,22.0,25.0,,2000,32.0,,0.143,,KingKong 6040,6.0,4.0,3.38,Plastic,1,191.52,,12536.055223632266,0.03779559462020985,7.915890826460611,0.32099214631655215,1.2839685852662086,5250.18394161758,0.007553815693900836,1.5820674593289752,0.3853145429044378,7.585011580409935
6667,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,205.2,74.0,12351.947781271656,0.03500801994589669,6.5988562967167255,0.2663101111696953,1.065240444678781,5713.351692132026,0.008408242795976987,1.584916427845716,0.44638580571298747,7.571377133310995
6871,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,EMAX Freestyle FS2208,4.0,27.45,33.6,12N14P,1800,34.5,1.5,0.062,9.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,208.0,50.0,12560.409827815694,0.03610888011568491,6.806363550038593,0.2748224319320453,1.0992897277281812,5713.351692132378,0.008408242795981763,1.5849164278473364,0.44220933674775825,7.571377133303254
11668,11,11,11,11,11,1000,7.4,2S1P,25,14.0,70.0,36.0,70.0,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,112.72,86.0,19195.96838732723,0.021076925358110555,8.387247756271401,0.2694026510957374,1.0776106043829496,8824.66858618846,0.005005076290585999,1.9916951264803644,0.3891832219332706,7.531273135415729
12652,12,12,12,12,12,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,138.72,94.0,26253.525157339827,0.03761541151421768,14.968491393477601,0.4853329229234136,1.9413316916936545,8824.668586841177,0.0050050763251952846,1.9916951537523275,0.25945548199226304,7.53127303229121
55751,59,59,59,59,59,2300,11.1,3S1P,45,23.2,106.0,35.5,179.0,18.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,15.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,1,203.2,82.0,33849.48107113443,0.04316033917547112,31.638181045357552,0.4445331832431369,1.7781327329725476,11921.955773543672,0.006260961038857681,4.589360274921478,0.2352999886046955,7.517387595069618
24529,25,25,25,25,25,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,201.4,83.0,25738.562727321463,0.07639078568702945,29.5986101710133,0.7409134234737608,2.963653693895043,6908.2423569405855,0.00670332124222991,2.5972895866711494,0.17266042360612918,7.5078266590181935
25513,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,206.4,83.0,25738.562727321463,0.07639078568702945,29.5986101710133,0.7409134234737608,2.963653693895043,6908.2423569405855,0.00670332124222991,2.5972895866711494,0.17266042360612918,7.5078266590181935
23545,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,200.4,83.0,25738.562727321463,0.07639078568702945,29.5986101710133,0.7409134234737608,2.963653693895043,6908.2423569405855,0.00670332124222991,2.5972895866711494,0.17266042360612918,7.5078266590181935
17641,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,134.4,66.0,15721.39629221525,0.03068800104155533,11.890467830479093,0.2932731414899802,1.1730925659599207,6908.242356989121,0.006703321244684716,2.597289588539672,0.34532084728094475,7.507826653616969
6663,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,iFlight XING-E PRO 2207,5.0,28.5,19.7,,1800,33.8,,0.0815,15.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,206.0,74.0,12297.46179754223,0.036978416137572266,6.970267228750997,0.2784360563856959,1.1137442255427836,5555.010958436679,0.00850074063415154,1.6023518594809698,0.43469038860529075,7.488991839711793
15589,16,16,16,16,16,1050,14.8,4S1P,45,31.0,75.0,25.0,120.0,27.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,166.0,99.0,25123.33103009078,0.07304708051794154,22.94841544036812,0.7079688829223573,2.831875531689429,6908.242357004288,0.006703321246746609,2.1059104784812943,0.1954325936695625,7.478950392686362
16573,17,17,17,17,17,1050,14.8,4S1P,75,26.0,71.0,36.0,125.0,27.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,17.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,171.0,99.0,25123.33103009078,0.07304708051794154,22.94841544036812,0.7079688829223573,2.831875531689429,6908.242357004288,0.006703321246746609,2.1059104784812943,0.1954325936695625,7.478950392686362
17621,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,160.07999999999998,66.0,15251.583143822605,0.05432204835781725,18.7723522853755,0.46407052247341823,1.856282089893673,5250.183941622894,0.007553815693987223,2.610411307947632,0.26720347356365737,7.470087162368052
17624,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,156.32,66.0,15251.583143822605,0.05432204835781725,18.7723522853755,0.46407052247341823,1.856282089893673,5250.183941622894,0.007553815693987223,2.610411307947632,0.26720347356365737,7.470087162368052
21557,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,194.07999999999998,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
20576,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,187.32,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
18608,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,183.32,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
21560,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,190.32,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
19592,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,183.32,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
19589,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,187.07999999999998,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
22544,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,193.32,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
22541,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,197.07999999999998,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
18605,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,187.07999999999998,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
20573,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,3300,13.7,0.9,0.148,13.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,191.07999999999998,74.0,20616.906882897092,0.09487614190223373,32.786840944109144,0.8178847654762137,3.2715390619048548,5250.183941625111,0.007553815694122515,2.610411308039099,0.17813564904371848,7.470087162106305
64699,69,69,69,69,69,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,10.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,12.0,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,1,190.2,62.0,13586.371582694997,0.04175403241317423,34.97977639363881,0.31853677108176925,1.274147084327077,5713.351707430333,0.008408244616176308,7.044076027527078,0.2516693724210434,7.453071175671405
43172,46,46,46,46,46,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,207.51999999999998,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
42188,45,45,45,45,45,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,206.51999999999998,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
41204,44,44,44,44,44,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,205.51999999999998,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
40220,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,203.51999999999998,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
40217,43,43,43,43,43,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,207.28,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
39233,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,207.28,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
39236,42,42,42,42,42,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,203.51999999999998,90.0,15661.457789218792,0.057053601516604165,27.483340225761804,0.48779397022954213,1.9511758809181685,5250.183868074267,0.007553802589957787,3.6387426261289346,0.19461191481645726,7.420145576144765
38252,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,KingKong 6040,6.0,4.0,3.38,Plastic,1,147.57999999999998,82.0,12094.639109613478,0.03537043610222022,17.038323672660344,0.3000727783863348,1.2002911135453391,5250.183930496889,0.0075538137879094846,3.6387533344418643,0.2919182792378972,7.420123739753697
38249,41,41,41,41,41,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,10.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,17.0,DALPROP 6040,6.0,4.0,4.32,Nylon,1,151.34,82.0,12094.639109613478,0.03537043610222022,17.038323672660344,0.3000727783863348,1.2002911135453391,5250.183930496889,0.0075538137879094846,3.6387533344418643,0.2919182792378972,7.420123739753697
27490,28,28,28,28,28,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,162.2,74.0,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,7.415972952936667
28474,29,29,29,29,29,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,1,180.2,74.0,19227.088724968864,0.05749533141052736,22.277318995442258,0.5084151235315753,2.033660494126301,6305.085121185924,0.007308374868030625,2.831725538007008,0.22112471417584115,7.415972952936667
